192.168.0.0-192.168.0.255	0		
192.168.1.0-192.168.1.255	0		
192.168.2.0-192.168.2.255	0		
192.168.3.0-192.168.3.255	0		
192.168.4.0-192.168.4.255	0		
192.168.5.0-192.168.5.255	0		
192.168.6.0-192.168.6.255	0		
192.168.7.0-192.168.7.255	0		
192.168.8.0-192.168.8.255	0		
192.168.9.0-192.168.9.255	0		
192.168.10.0-192.168.10.255	0		
192.168.11.0-192.168.11.255	0		
192.168.12.0-192.168.12.255	0		
192.168.13.0-192.168.13.255	0		
192.168.14.0-192.168.14.255	0		
192.168.15.0-192.168.15.255	0		
192.168.16.0-192.168.16.255	0		
192.168.17.0-192.168.17.255	0		
192.168.18.0-192.168.18.255	0		
192.168.19.0-192.168.19.255	0		
192.168.20.0-192.168.20.255	0		
192.168.21.0-192.168.21.255	0		
192.168.22.0-192.168.22.255	0		
192.168.23.0-192.168.23.255	0		
192.168.24.0-192.168.24.255	0		
192.168.25.0-192.168.25.255	0		
192.168.26.0-192.168.26.255	0		
192.168.27.0-192.168.27.255	0		
192.168.28.0-192.168.28.255	0		
192.168.29.0-192.168.29.255	0		
192.168.30.0-192.168.30.255	0		
192.168.31.0-192.168.31.255	0		
192.168.32.0-192.168.32.255	0		
192.168.33.0-192.168.33.255	0		
192.168.34.0-192.168.34.255	0		
192.168.35.0-192.168.35.255	0		
192.168.36.0-192.168.36.255	0		
192.168.37.0-192.168.37.255	0		
192.168.38.0-192.168.38.255	0		
192.168.39.0-192.168.39.255	0		
192.168.40.0-192.168.40.255	0		
192.168.41.0-192.168.41.255	0		
192.168.42.0-192.168.42.255	0		
192.168.43.0-192.168.43.255	0		
192.168.44.0-192.168.44.255	0		
192.168.45.0-192.168.45.255	0		
192.168.46.0-192.168.46.255	0		
192.168.47.0-192.168.47.255	0		
192.168.48.0-192.168.48.255	0		
192.168.49.0-192.168.49.255	0		
192.168.50.0-192.168.50.255	0		
192.168.51.0-192.168.51.255	0		
192.168.52.0-192.168.52.255	0		
192.168.53.0-192.168.53.255	0		
192.168.54.0-192.168.54.255	0		
192.168.55.0-192.168.55.255	0		
192.168.56.0-192.168.56.255	0		
192.168.57.0-192.168.57.255	0		
192.168.58.0-192.168.58.255	0		
192.168.59.0-192.168.59.255	0		
192.168.60.0-192.168.60.255	0		
192.168.61.0-192.168.61.255	0		
192.168.62.0-192.168.62.255	0		
192.168.63.0-192.168.63.255	0		
192.168.64.0-192.168.64.255	0		
192.168.65.0-192.168.65.255	0		
192.168.66.0-192.168.66.255	0		
192.168.67.0-192.168.67.255	0		
192.168.68.0-192.168.68.255	0		
192.168.69.0-192.168.69.255	0		
192.168.70.0-192.168.70.255	0		
192.168.71.0-192.168.71.255	0		
192.168.72.0-192.168.72.255	0		
192.168.73.0-192.168.73.255	0		
192.168.74.0-192.168.74.255	0		
192.168.75.0-192.168.75.255	0		
192.168.76.0-192.168.76.255	0		
192.168.77.0-192.168.77.255	0		
192.168.78.0-192.168.78.255	0		
192.168.79.0-192.168.79.255	0		
192.168.80.0-192.168.80.255	0		
192.168.81.0-192.168.81.255	0		
192.168.82.0-192.168.82.255	0		
192.168.83.0-192.168.83.255	0		
192.168.84.0-192.168.84.255	0		
192.168.85.0-192.168.85.255	0		
192.168.86.0-192.168.86.255	0		
192.168.87.0-192.168.87.255	0		
192.168.88.0-192.168.88.255	0		
192.168.89.0-192.168.89.255	0		
192.168.90.0-192.168.90.255	0		
192.168.91.0-192.168.91.255	0		
192.168.92.0-192.168.92.255	0		
192.168.93.0-192.168.93.255	0		
192.168.94.0-192.168.94.255	0		
192.168.95.0-192.168.95.255	0		
192.168.96.0-192.168.96.255	0		
192.168.97.0-192.168.97.255	0		
192.168.98.0-192.168.98.255	0		
192.168.99.0-192.168.99.255	0		
192.168.100.0-192.168.100.255	0		
192.168.101.0-192.168.101.255	0		
192.168.102.0-192.168.102.255	0		
192.168.103.0-192.168.103.255	0		
192.168.104.0-192.168.104.255	0		
192.168.105.0-192.168.105.255	0		
192.168.106.0-192.168.106.255	0		
192.168.107.0-192.168.107.255	0		
192.168.108.0-192.168.108.255	0		
192.168.109.0-192.168.109.255	0		
192.168.110.0-192.168.110.255	0		
192.168.111.0-192.168.111.255	0		
192.168.112.0-192.168.112.255	0		
192.168.113.0-192.168.113.255	0		
192.168.114.0-192.168.114.255	0		
192.168.115.0-192.168.115.255	0		
192.168.116.0-192.168.116.255	0		
192.168.117.0-192.168.117.255	0		
192.168.118.0-192.168.118.255	0		
192.168.119.0-192.168.119.255	0		
192.168.120.0-192.168.120.255	0		
192.168.121.0-192.168.121.255	0		
192.168.122.0-192.168.122.255	0		
192.168.123.0-192.168.123.255	0		
192.168.124.0-192.168.124.255	0		
192.168.125.0-192.168.125.255	0		
192.168.126.0-192.168.126.255	0		
192.168.127.0-192.168.127.255	0		
192.168.128.0-192.168.128.255	0		
192.168.129.0-192.168.129.255	0		
192.168.130.0-192.168.130.255	0		
192.168.131.0-192.168.131.255	0		
192.168.132.0-192.168.132.255	0		
192.168.133.0-192.168.133.255	0		
192.168.134.0-192.168.134.255	0		
192.168.135.0-192.168.135.255	0		
192.168.136.0-192.168.136.255	0		
192.168.137.0-192.168.137.255	0		
192.168.138.0-192.168.138.255	0		
192.168.139.0-192.168.139.255	0		
192.168.140.0-192.168.140.255	0		
192.168.141.0-192.168.141.255	0		
192.168.142.0-192.168.142.255	0		
192.168.143.0-192.168.143.255	0		
192.168.144.0-192.168.144.255	0		
192.168.145.0-192.168.145.255	0		
192.168.146.0-192.168.146.255	0		
192.168.147.0-192.168.147.255	0		
192.168.148.0-192.168.148.255	0		
192.168.149.0-192.168.149.255	0		
192.168.150.0-192.168.150.255	0		
192.168.151.0-192.168.151.255	0		
192.168.152.0-192.168.152.255	0		
192.168.153.0-192.168.153.255	0		
192.168.154.0-192.168.154.255	0		
192.168.155.0-192.168.155.255	0		
192.168.156.0-192.168.156.255	0		
192.168.157.0-192.168.157.255	0		
192.168.158.0-192.168.158.255	0		
192.168.159.0-192.168.159.255	0		
192.168.160.0-192.168.160.255	0		
192.168.161.0-192.168.161.255	0		
192.168.162.0-192.168.162.255	0		
192.168.163.0-192.168.163.255	0		
192.168.164.0-192.168.164.255	0		
192.168.165.0-192.168.165.255	0		
192.168.166.0-192.168.166.255	0		
192.168.167.0-192.168.167.255	0		
192.168.168.0-192.168.168.255	0		
192.168.169.0-192.168.169.255	0		
192.168.170.0-192.168.170.255	0		
192.168.171.0-192.168.171.255	0		
192.168.172.0-192.168.172.255	0		
192.168.173.0-192.168.173.255	0		
192.168.174.0-192.168.174.255	0		
192.168.175.0-192.168.175.255	0		
192.168.176.0-192.168.176.255	0		
192.168.177.0-192.168.177.255	0		
192.168.178.0-192.168.178.255	0		
192.168.179.0-192.168.179.255	0		
192.168.180.0-192.168.180.255	0		
192.168.181.0-192.168.181.255	0		
192.168.182.0-192.168.182.255	0		
192.168.183.0-192.168.183.255	0		
192.168.184.0-192.168.184.255	0		
192.168.185.0-192.168.185.255	0		
192.168.186.0-192.168.186.255	0		
192.168.187.0-192.168.187.255	0		
192.168.188.0-192.168.188.255	0		
192.168.189.0-192.168.189.255	0		
192.168.190.0-192.168.190.255	0		
192.168.191.0-192.168.191.255	0		
192.168.192.0-192.168.192.255	0		
192.168.193.0-192.168.193.255	0		
192.168.194.0-192.168.194.255	0		
192.168.195.0-192.168.195.255	0		
192.168.196.0-192.168.196.255	0		
192.168.197.0-192.168.197.255	0		
192.168.198.0-192.168.198.255	0		
192.168.199.0-192.168.199.255	0		
192.168.200.0-192.168.200.255	0		
192.168.201.0-192.168.201.255	0		
192.168.202.0-192.168.202.255	0		
192.168.203.0-192.168.203.255	0		
192.168.204.0-192.168.204.255	0		
192.168.205.0-192.168.205.255	0		
192.168.206.0-192.168.206.255	0		
192.168.207.0-192.168.207.255	0		
192.168.208.0-192.168.208.255	0		
192.168.209.0-192.168.209.255	0		
192.168.210.0-192.168.210.255	0		
192.168.211.0-192.168.211.255	0		
192.168.212.0-192.168.212.255	0		
192.168.213.0-192.168.213.255	0		
192.168.214.0-192.168.214.255	0		
192.168.215.0-192.168.215.255	0		
192.168.216.0-192.168.216.255	0		
192.168.217.0-192.168.217.255	0		
192.168.218.0-192.168.218.255	0		
192.168.219.0-192.168.219.255	0		
192.168.220.0-192.168.220.255	0		
192.168.221.0-192.168.221.255	0		
192.168.222.0-192.168.222.255	0		
192.168.223.0-192.168.223.255	0		
192.168.224.0-192.168.224.255	0		
192.168.225.0-192.168.225.255	0		
192.168.226.0-192.168.226.255	0		
192.168.227.0-192.168.227.255	0		
192.168.228.0-192.168.228.255	0		
192.168.229.0-192.168.229.255	0		
192.168.230.0-192.168.230.255	0		
192.168.231.0-192.168.231.255	0		
192.168.232.0-192.168.232.255	0		
192.168.233.0-192.168.233.255	0		
192.168.234.0-192.168.234.255	0		
192.168.235.0-192.168.235.255	0		
192.168.236.0-192.168.236.255	0		
192.168.237.0-192.168.237.255	0		
192.168.238.0-192.168.238.255	0		
192.168.239.0-192.168.239.255	0		
192.168.240.0-192.168.240.255	0		
192.168.241.0-192.168.241.255	0		
192.168.242.0-192.168.242.255	0		
192.168.243.0-192.168.243.255	0		
192.168.244.0-192.168.244.255	0		
192.168.245.0-192.168.245.255	0		
192.168.246.0-192.168.246.255	0		
192.168.247.0-192.168.247.255	0		
192.168.248.0-192.168.248.255	0		
192.168.249.0-192.168.249.255	0		
192.168.250.0-192.168.250.255	0		
192.168.251.0-192.168.251.255	0		
192.168.252.0-192.168.252.255	0		
192.168.253.0-192.168.253.255	0		
192.168.254.0-192.168.254.255	0		
192.168.255.0-192.168.255.255	0		
